"rollStrat: 3, scoreStrat: None","rollStrat: 4, scoreStrat: None","rollStrat: 5, scoreStrat: None","rollStrat: 6, scoreStrat: None","rollStrat: 7, scoreStrat: None","rollStrat: 8, scoreStrat: None","rollStrat: 9, scoreStrat: None","rollStrat: 10, scoreStrat: None","rollStrat: None, scoreStrat: 100","rollStrat: None, scoreStrat: 150","rollStrat: None, scoreStrat: 200","rollStrat: None, scoreStrat: 250","rollStrat: None, scoreStrat: 300","rollStrat: None, scoreStrat: 350","rollStrat: None, scoreStrat: 400","rollStrat: None, scoreStrat: 500","rollStrat: None, scoreStrat: 600","rollStrat: None, scoreStrat: 700","rollStrat: None, scoreStrat: 800","rollStrat: None, scoreStrat: 900","rollStrat: None, scoreStrat: 1000","rollStrat: None, scoreStrat: 2000","rollStrat: None, scoreStrat: 3000","rollStrat: None, scoreStrat: 4000","rollStrat: None, scoreStrat: 5000","rollStrat: None, scoreStrat: 8000","rollStrat: None, scoreStrat: 10000","rollStrat: None, scoreStrat: 12000","rollStrat: None, scoreStrat: 14000","rollStrat: None, scoreStrat: 16000","rollStrat: None, scoreStrat: 18000","rollStrat: None, scoreStrat: 20000"
12164,11149,14076,16684,19135,21412,25022,38598,33913,37080,31499,30333,23133,28917,33489,39802,24716,34700,47795,41465,28112,124422,62693,48537,17607,53522,10589,33790,26859,14182,7341,7264
